City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Pevek,RU,69.7008,170.3133,32.47,87,100,5.12,overcast clouds
346,Harper Woods,US,42.4331,-82.9241,78.91,57,20,10.36,few clouds
347,Aykhal,RU,66.0,111.5,37.18,85,91,3.31,overcast clouds
348,Bocas Del Toro,PA,9.3333,-82.25,82.76,72,99,4.21,overcast clouds
349,Nanyang,CN,32.9947,112.5328,68.65,71,100,4.92,overcast clouds
350,Takoradi,GH,4.8845,-1.7554,78.31,85,100,14.0,light rain
351,Guskhara,IN,23.5,87.75,85.82,65,30,15.79,scattered clouds
352,George Town,MY,5.4112,100.3354,82.33,83,20,0.0,few clouds
353,Pangody,RU,65.85,74.4859,33.55,94,100,10.18,overcast clouds
354,Fomboni,KM,-12.28,43.7425,80.98,70,39,9.17,scattered clouds
355,Lichinga,MZ,-13.3128,35.2406,59.34,86,93,4.14,overcast clouds
356,Atar,MR,20.5169,-13.0499,105.17,8,0,13.67,clear sky
357,Zhigansk,RU,66.7697,123.3711,33.22,87,36,6.29,scattered clouds
358,Kribi,CM,2.95,9.9167,78.73,87,100,7.47,overcast clouds
359,Chunoyar,RU,57.4467,97.3217,47.1,74,87,2.84,overcast clouds
360,Avera,US,33.194,-82.5271,88.56,37,60,7.76,broken clouds
361,Sandy Bay,AU,-42.913,147.3532,45.3,90,100,9.22,overcast clouds
362,Isangel,VU,-19.55,169.2667,78.37,89,95,16.71,overcast clouds
363,Kolpashevo,RU,58.3131,82.9089,48.07,81,97,5.35,overcast clouds
364,Junction City,US,39.0286,-96.8314,60.15,53,40,16.11,scattered clouds
365,Mpigi,UG,0.225,32.3136,65.7,84,97,2.86,overcast clouds
366,Groton,US,41.3501,-72.0784,93.02,75,0,8.05,clear sky
367,Sai Buri,TH,6.7013,101.6168,79.12,82,99,5.91,overcast clouds
368,Nantucket,US,41.2835,-70.0995,73.54,77,0,10.36,clear sky
369,General Pico,AR,-35.6566,-63.7568,69.37,22,13,5.08,few clouds
370,College,US,64.8569,-147.8028,63.09,41,40,3.44,scattered clouds
371,Xining,CN,36.6167,101.7667,53.22,59,66,0.72,broken clouds
372,Okhotsk,RU,59.3833,143.3,34.09,99,100,4.76,light snow
373,Kununurra,AU,-15.7667,128.7333,71.58,40,32,8.05,scattered clouds
374,Mikuni,JP,36.2171,136.1519,59.05,93,100,5.66,overcast clouds
375,Karratha,AU,-20.7377,116.8463,76.93,78,24,5.61,few clouds
376,Yulara,AU,-25.2406,130.9889,52.38,51,15,9.8,few clouds
377,Jiazi,CN,22.8779,116.067,72.93,88,88,12.57,overcast clouds
378,Maceio,BR,-9.6658,-35.7353,78.24,83,75,8.05,broken clouds
379,Phan Thiet,VN,10.9333,108.1,79.32,85,100,7.38,overcast clouds
380,Vieste,IT,41.8825,16.175,70.66,67,3,6.04,clear sky
381,Mabaruma,GY,8.2,-59.7833,84.56,60,65,7.96,broken clouds
382,Aguimes,ES,27.9054,-15.4461,72.23,60,20,26.46,few clouds
383,Estepona,ES,36.4276,-5.1459,73.22,58,95,3.33,overcast clouds
384,Mildura,AU,-34.2,142.15,52.07,83,80,9.95,broken clouds
385,Omsukchan,RU,62.5333,155.8,29.23,95,99,6.17,overcast clouds
386,Tessalit,ML,20.1986,1.0114,100.6,9,50,11.5,scattered clouds
387,Suicheng,CN,33.8963,117.9331,69.71,45,98,6.58,overcast clouds
388,Manaure,CO,11.7751,-72.4445,90.79,48,2,24.36,clear sky
389,Finschhafen,PG,-6.6024,147.8681,78.78,80,10,7.25,clear sky
390,Douentza,ML,14.9951,-2.9517,96.85,26,53,10.22,broken clouds
391,Mogzon,RU,51.7435,111.9606,53.71,82,90,9.44,overcast clouds
392,Sept-Iles,CA,50.2001,-66.3821,46.92,90,100,6.91,overcast clouds
393,Bitung,ID,1.4451,125.1824,76.05,87,97,9.98,overcast clouds
394,Nieuw Amsterdam,SR,5.8833,-55.0833,82.56,89,40,6.91,heavy intensity rain
395,Saint-Georges,GD,12.0564,-61.7485,82.29,67,66,15.35,broken clouds
396,Sumbe,AO,-11.2061,13.8437,72.84,80,88,5.97,overcast clouds
397,Kloulklubed,PW,7.0419,134.2556,83.1,75,85,7.29,overcast clouds
398,Severo-Yeniseyskiy,RU,60.3725,93.0408,40.21,89,97,8.25,overcast clouds
399,Namwala,ZM,-15.7504,26.4384,66.76,46,3,6.08,clear sky
400,Ostrovnoy,RU,68.0531,39.5131,31.32,70,40,9.31,scattered clouds
401,Cairns,AU,-16.9167,145.7667,75.15,82,100,9.22,overcast clouds
402,Marzuq,YE,14.4,46.4667,80.42,26,60,4.85,broken clouds
403,Marsh Harbour,BS,26.5412,-77.0636,81.23,76,50,12.24,scattered clouds
404,Ahipara,NZ,-35.1667,173.1667,59.86,76,82,12.97,broken clouds
405,Yibin,CN,28.7667,104.6238,65.43,87,100,2.21,moderate rain
406,Kijang,KR,35.2442,129.2139,64.18,69,0,4.74,clear sky
407,Dharchula,IN,29.85,80.5333,68.18,46,63,6.76,broken clouds
408,Freetown,SL,8.484,-13.2299,79.29,82,100,13.8,overcast clouds
409,Honningsvag,NO,70.9821,25.9704,44.35,76,100,10.36,overcast clouds
410,Kandrian,PG,-6.2167,149.55,76.42,90,31,3.22,scattered clouds
411,Massape,BR,-3.5228,-40.3428,85.14,66,62,2.13,broken clouds
412,Rocha,UY,-34.4833,-54.3333,63.82,54,90,7.96,overcast clouds
413,Tasiilaq,GL,65.6145,-37.6368,37.56,73,57,3.22,broken clouds
414,Nouadhibou,MR,20.931,-17.0347,66.45,86,2,25.86,clear sky
415,Pedernales,DO,18.0384,-71.744,86.49,58,74,3.87,broken clouds
416,Progreso,MX,21.2833,-89.6667,98.71,49,23,6.11,few clouds
417,Nenjiang,CN,49.1833,125.2167,50.52,63,19,3.51,few clouds
418,Brae,GB,60.3964,-1.353,52.11,75,78,14.63,broken clouds
419,Dingle,PH,10.9995,122.6711,77.7,87,70,1.99,broken clouds
420,Sal Rei,CV,16.1833,-22.9167,75.4,64,40,14.97,scattered clouds
421,Montemor-O-Novo,PT,38.6481,-8.2145,68.16,61,66,15.23,broken clouds
422,Takaka,NZ,-40.85,172.8,53.56,73,96,6.17,overcast clouds
423,Hwange,ZW,-18.3693,26.5019,64.0,29,1,5.59,clear sky
424,Mehamn,NO,71.0357,27.8492,39.11,92,99,10.27,light rain
425,Mukhen,RU,48.1,136.1,47.73,95,100,5.55,overcast clouds
426,Luba,GQ,3.4568,8.5547,79.34,87,100,7.05,overcast clouds
427,Ballina,AU,-28.8667,153.5667,60.78,86,100,11.5,overcast clouds
428,Menongue,AO,-14.6585,17.691,59.85,43,30,3.51,scattered clouds
429,The Valley,AI,18.217,-63.0578,84.09,69,77,12.33,broken clouds
430,Te Anau,NZ,-45.4167,167.7167,46.06,88,98,5.57,light rain
431,Camacha,PT,33.0833,-16.3333,67.42,64,40,16.11,scattered clouds
432,Promyshlennaya,RU,54.9159,85.6385,63.55,60,39,6.06,scattered clouds
433,Kapit,MY,2.0167,112.9333,74.8,98,97,1.14,overcast clouds
434,Flin Flon,CA,54.7682,-101.865,51.8,34,5,9.93,clear sky
435,Hami,CN,42.8,93.45,78.75,21,4,18.01,clear sky
436,Port Hedland,AU,-20.3167,118.5667,73.45,100,100,0.0,overcast clouds
437,Tura,IN,25.5198,90.2201,72.81,98,42,3.76,scattered clouds
438,Lata,PT,40.1629,-8.3327,64.81,75,85,5.21,overcast clouds
439,Inuvik,CA,68.3499,-133.7218,34.56,86,100,6.91,light snow
440,Chalchihuites,MX,23.4833,-103.8833,76.75,11,0,8.01,clear sky
441,Micheweni,TZ,-4.9667,39.8333,78.75,82,82,10.47,broken clouds
442,Loandjili,CG,-4.7561,11.8578,76.14,78,37,9.69,scattered clouds
443,Pittsfield,US,42.4501,-73.2454,90.23,57,0,8.05,clear sky
444,Jizan,SA,17.3333,42.6667,86.54,58,63,1.81,broken clouds
445,Nyimba,ZM,-14.5566,30.8149,70.57,70,33,2.53,scattered clouds
446,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,58,40,25.32,scattered clouds
447,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.62,78,78,10.33,broken clouds
448,San Luis,AR,-33.295,-66.3356,70.74,18,2,7.25,clear sky
449,Billings,US,45.7833,-108.5007,50.29,37,75,11.99,broken clouds
450,Fairbanks,US,64.8378,-147.7164,62.31,41,40,3.44,scattered clouds
451,Kibaya,TZ,-5.3,36.5667,58.68,94,99,5.41,overcast clouds
452,Vanimo,PG,-2.6741,141.3028,77.0,91,93,5.35,overcast clouds
453,Bronnoysund,NO,65.4625,12.1997,51.8,82,40,8.05,scattered clouds
454,Mount Hagen,PG,-5.8581,144.2274,55.71,98,57,1.14,broken clouds
455,Sangar,RU,63.9242,127.4739,38.37,85,16,3.49,few clouds
456,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.78,100,100,2.24,mist
457,Tazovskiy,RU,67.4667,78.7,33.39,87,77,2.75,broken clouds
458,Harnosand,SE,62.6323,17.9379,59.02,65,95,3.09,overcast clouds
459,Garowe,SO,8.4054,48.4845,85.77,50,98,27.47,overcast clouds
460,Jiangyou,CN,31.7667,104.7167,66.25,75,100,1.48,moderate rain
461,Aksarka,RU,66.5606,67.7975,31.93,75,99,16.2,overcast clouds
462,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,19.57,few clouds
463,San Pedro,PH,14.35,121.0167,78.35,87,96,2.51,light rain
464,Shingu,JP,33.7333,135.9833,60.87,90,96,3.62,overcast clouds
465,Palafrugell,ES,41.9174,3.1631,83.16,66,36,3.0,scattered clouds
466,Imeni Poliny Osipenko,RU,52.4201,136.4853,36.95,90,100,14.32,overcast clouds
467,Barranca,PE,-10.75,-77.7667,68.65,73,36,9.01,scattered clouds
468,Abu Dhabi,AE,24.4667,54.3667,93.22,47,0,8.05,clear sky
469,Bredy,RU,52.4153,60.3411,43.07,81,99,9.46,overcast clouds
470,Tautira,PF,-17.7333,-149.15,79.07,74,20,12.01,light rain
471,Palana,RU,59.1167,159.9667,36.01,90,100,6.89,light rain
472,Grand-Santi,GF,4.25,-54.3833,78.03,96,99,1.9,overcast clouds
473,Pizarro,CO,4.9533,-77.366,80.78,76,96,4.07,overcast clouds
474,Nuuk,GL,64.1835,-51.7216,39.81,81,40,5.75,fog
475,Atherton,GB,53.5237,-2.4935,64.89,58,97,5.01,overcast clouds
476,Saint Anthony,US,45.0205,-93.218,56.34,50,40,14.97,scattered clouds
477,Sonder Bjert,DK,55.4527,9.5674,57.15,76,66,13.8,broken clouds
478,Dongsheng,CN,39.8161,109.9776,64.98,36,99,7.16,overcast clouds
479,Awbari,LY,26.5921,12.7805,80.29,13,0,12.3,clear sky
480,Saldanha,ZA,-33.0117,17.9442,58.78,77,23,9.28,few clouds
481,Doha,QA,25.2867,51.5333,98.58,14,0,16.11,clear sky
482,Mansa,IN,29.9833,75.3833,92.41,20,54,11.68,broken clouds
483,Marienburg,PL,54.0359,19.0266,55.11,80,100,13.38,light rain
484,Golubitskaya,RU,45.3222,37.2822,57.61,71,73,25.61,broken clouds
485,Yerky,UA,48.9906,30.9882,64.04,71,79,18.34,broken clouds
486,Kabo,CF,7.6994,18.629,84.99,47,96,2.91,overcast clouds
487,Inta,RU,66.0317,60.1659,34.84,70,100,14.65,overcast clouds
488,Kadoma,JP,34.7333,135.5833,64.18,72,100,2.57,overcast clouds
489,Hailar,CN,49.2,119.7,52.77,43,73,7.67,broken clouds
490,Acarau,BR,-2.8856,-40.12,83.28,71,28,8.25,scattered clouds
491,Winton,US,37.3894,-120.6133,81.75,23,0,9.22,clear sky
492,Biak,ID,-0.9131,122.8766,75.61,79,98,4.25,overcast clouds
493,Ikalamavony,MG,-21.15,46.5833,61.57,78,4,5.68,clear sky
494,Bonthe,SL,7.5264,-12.505,76.41,87,100,11.12,overcast clouds
495,Rio Gallegos,AR,-51.6226,-69.2181,45.75,47,8,14.25,clear sky
496,Carutapera,BR,-1.195,-46.02,81.9,76,90,2.1,overcast clouds
497,Polazna,RU,58.2946,56.4055,40.39,81,100,7.25,overcast clouds
498,Manjacaze,MZ,-24.7117,33.8828,67.66,89,72,8.3,broken clouds
499,San Quintin,MX,30.4833,-115.95,64.71,57,34,9.93,scattered clouds
500,Kavaratti,IN,10.5669,72.642,83.12,78,100,16.33,overcast clouds
501,Kavakli,TR,41.0926,28.3317,65.41,67,19,1.83,few clouds
502,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,44,0,13.8,clear sky
503,Pocone,BR,-16.2567,-56.6228,85.91,22,37,0.89,scattered clouds
504,Diamantino,BR,-14.4086,-56.4461,85.95,24,55,1.12,broken clouds
505,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
506,Iberia,US,29.9502,-91.7507,91.96,62,40,17.27,scattered clouds
507,Camopi,GF,3.1655,-52.3158,80.65,89,81,2.06,light rain
508,Saurimo,AO,-9.6608,20.3916,71.28,41,23,2.91,few clouds
509,Ismailia,EG,30.6043,32.2723,74.08,56,73,15.88,broken clouds
510,Aklavik,CA,68.2191,-135.0107,35.19,80,96,12.62,overcast clouds
511,Floro,NO,61.5996,5.0328,55.24,76,100,12.66,overcast clouds
512,Hoyerswerda,DE,51.4333,14.25,61.25,62,89,12.68,overcast clouds
513,Matinhos,BR,-25.8175,-48.5428,74.91,61,0,5.48,clear sky
514,Ahuimanu,US,21.4447,-157.8378,80.31,86,75,1.99,broken clouds
515,Tiznit,MA,29.5833,-9.5,72.46,57,23,6.96,few clouds
516,Baghdad,IQ,33.3406,44.4009,80.51,12,80,4.61,broken clouds
517,Amapa,BR,1.0,-52.0,74.8,96,100,2.98,overcast clouds
518,Ulma,DE,48.3984,9.9916,69.69,78,80,5.23,broken clouds
519,Russkaya Polyana,UA,49.417,31.9201,63.36,81,74,19.46,broken clouds
520,Mahebourg,MU,-20.4081,57.7,74.25,70,7,14.67,clear sky
521,Lasa,IT,46.6166,10.7002,72.36,57,52,5.64,broken clouds
522,Bahia Blanca,AR,-38.7196,-62.2724,63.3,37,63,9.37,broken clouds
523,Mulege,MX,26.8833,-111.9833,83.44,31,0,9.35,clear sky
524,Ko Samui,TH,9.5357,99.9357,83.8,75,100,17.87,overcast clouds
525,Natal,BR,-5.795,-35.2094,86.65,66,20,13.8,few clouds
526,Umea,SE,63.8284,20.2597,58.93,36,0,5.75,clear sky
527,Aranos,NA,-24.1333,19.1167,50.23,61,1,9.37,clear sky
528,Charters Towers,AU,-20.1,146.2667,61.93,89,61,9.57,broken clouds
529,Dutlwe,BW,-23.9833,23.9,44.1,77,75,4.92,broken clouds
530,Ewa Beach,US,21.3156,-158.0072,80.55,78,75,3.44,broken clouds
531,Kungurtug,RU,50.5994,97.5228,47.7,60,27,1.16,scattered clouds
532,Mariental,NA,-24.6333,17.9667,52.18,49,0,6.6,clear sky
533,Vestmannaeyjar,IS,63.4427,-20.2734,50.49,81,94,6.82,overcast clouds
534,Serowe,BW,-22.3833,26.7167,51.26,53,4,6.33,clear sky
535,Hailun,CN,47.45,126.9333,51.17,70,7,6.22,clear sky
536,Beyneu,KZ,45.3167,55.2,56.77,37,25,14.74,scattered clouds
537,Hobyo,SO,5.3505,48.5268,80.94,77,94,26.19,overcast clouds
538,Korla,CN,41.7597,86.1469,77.86,9,100,10.11,overcast clouds
539,Raudeberg,NO,61.9875,5.1352,52.86,72,100,14.85,overcast clouds
540,Yazoo City,US,32.8551,-90.4056,91.71,48,28,12.57,scattered clouds
541,Tabas,IR,33.5959,56.9244,74.97,28,22,21.23,few clouds
542,Quatre Cocos,MU,-20.2078,57.7625,74.08,68,11,15.43,few clouds
543,Pontian Kecil,MY,1.4801,103.3899,81.0,79,53,1.34,broken clouds
544,Rudbar,AF,30.15,62.6,88.88,12,0,1.9,clear sky
545,Khapa,IN,21.4333,78.9667,96.75,19,7,7.81,clear sky
546,Verkhniye Tatyshly,RU,56.2912,55.8575,39.4,76,100,7.78,overcast clouds
547,Santa Marta,CO,11.2408,-74.199,86.81,66,10,10.36,clear sky
548,Nisia Floresta,BR,-6.0911,-35.2086,86.81,69,54,11.41,broken clouds
549,Pacific Grove,US,36.6177,-121.9166,68.34,77,0,5.75,haze
550,Zabid,YE,14.1951,43.3152,92.12,27,73,6.06,broken clouds
551,Dhidhdhoo,MV,6.8833,73.1,83.48,78,68,16.04,broken clouds
552,Aitape,PG,-3.1374,142.3475,77.07,88,93,5.3,overcast clouds
553,Ust-Nera,RU,64.5667,143.2,32.52,89,93,2.44,overcast clouds
554,Devils Lake,US,48.1128,-98.8651,44.71,63,100,11.99,overcast clouds
555,Matara,LK,5.9485,80.5353,78.87,88,90,9.71,overcast clouds
556,Austin,US,30.2672,-97.7431,96.1,54,0,14.97,clear sky
557,Muros,ES,42.7762,-9.0603,76.68,70,100,10.92,light rain
558,Kutum,SD,14.2,24.6667,85.33,11,100,10.25,overcast clouds
559,Culebra,PR,18.303,-65.301,87.84,73,90,15.41,overcast clouds
560,Leh,IN,34.1667,77.5833,47.21,42,8,7.11,clear sky
561,Kitgum,UG,3.2783,32.8867,70.47,81,100,2.91,overcast clouds
562,Masvingo,ZW,-20.0637,30.8277,62.24,81,71,3.94,light rain
563,Touros,BR,-5.1989,-35.4608,83.95,67,33,14.07,scattered clouds
564,Kachiry,KZ,53.0675,76.1036,73.45,26,60,16.26,broken clouds
565,Dunedin,NZ,-45.8742,170.5036,46.8,72,97,11.99,light rain
566,Bardiyah,LY,31.7561,25.0865,65.75,67,1,19.69,clear sky
567,Suoyarvi,RU,62.0833,32.35,42.13,59,58,5.21,broken clouds
568,Grand Gaube,MU,-20.0064,57.6608,75.6,76,3,3.0,clear sky
569,Cuajinicuilapa,MX,16.4667,-98.4167,92.48,33,84,9.22,broken clouds
570,Marathon,US,44.9,-89.7668,57.43,53,0,8.05,clear sky
571,Mirabad,AF,30.4362,61.8383,91.92,11,0,3.71,clear sky
572,Yambio,SS,4.5721,28.3955,68.32,98,100,1.63,overcast clouds
573,Morondava,MG,-20.2833,44.2833,76.89,72,36,4.83,scattered clouds
574,Koeru,EE,58.9631,26.0308,48.72,61,91,11.27,overcast clouds
575,Chiredzi,ZW,-21.05,31.6667,65.93,91,64,3.8,light rain
576,Kadyy,RU,57.787,43.1903,35.11,74,83,4.81,broken clouds
577,Barra Do Garcas,BR,-15.89,-52.2567,84.16,19,7,1.45,clear sky
578,Strai,NO,58.2,7.9,61.11,45,75,8.05,broken clouds
579,Champerico,GT,14.3,-91.9167,85.69,66,70,8.37,broken clouds
580,Amuntai,ID,-2.4177,115.2494,74.53,96,100,1.05,light rain
581,Udachnyy,RU,66.4167,112.4,40.37,77,56,3.56,broken clouds
582,Pandan,PH,14.0453,124.1694,79.88,85,95,6.35,overcast clouds
583,Tsalka,GE,41.5946,44.0891,41.25,85,9,2.37,clear sky
584,Tanabe,JP,33.7333,135.3667,61.81,85,92,4.7,overcast clouds
585,Lincoln,US,40.8,-96.667,55.9,59,20,9.22,few clouds
586,Corpus Christi,US,27.8006,-97.3964,95.23,72,40,18.41,scattered clouds
587,Beausejour,CA,50.0622,-96.5167,44.8,68,80,8.84,broken clouds
588,San Lucas,MX,16.6,-92.7167,90.36,27,100,5.44,overcast clouds
589,San Ramon,US,37.7799,-121.978,80.94,33,0,6.91,clear sky
590,Khasan,RU,42.4308,130.6434,53.35,83,65,6.64,broken clouds
591,Nuevo Progreso,MX,23.1667,-97.95,95.54,53,1,13.0,clear sky
592,Sitia,GR,35.2,26.0986,70.99,83,25,9.04,scattered clouds
593,Lerwick,GB,60.1545,-1.1494,51.8,77,77,14.29,broken clouds
594,Along,IN,28.1667,94.7667,69.51,97,99,2.35,overcast clouds
595,Ugoofaaru,MV,5.6667,73.0,83.26,79,20,14.97,few clouds
596,Umm Kaddadah,SD,13.6017,26.6876,88.92,10,68,10.0,broken clouds
597,Kolaras,IN,25.2333,77.6,91.31,24,55,4.18,broken clouds
598,Burias,PH,11.4463,122.5497,76.3,92,89,2.73,overcast clouds
599,Tottori,JP,35.5,134.2333,58.08,86,42,7.45,scattered clouds
600,Shahr-E Babak,IR,30.1165,55.1186,80.17,12,0,11.03,clear sky
601,Valparaiso,CL,-33.0393,-71.6273,75.43,54,0,13.8,clear sky
602,Warrnambool,AU,-38.3833,142.4833,39.81,89,5,5.37,clear sky
603,Mehran,IR,33.1222,46.1646,82.81,9,58,11.97,broken clouds
604,Luwuk,ID,-0.9516,122.7875,75.61,82,94,4.5,overcast clouds
605,Omboue,GA,-1.5746,9.2618,76.69,88,100,9.91,overcast clouds
606,Donetsk,UA,48.0,37.8,60.66,95,100,18.05,overcast clouds
607,Wattegama,LK,6.7989,81.4808,78.39,74,65,7.76,broken clouds
608,Itarema,BR,-2.9248,-39.9167,82.6,75,20,9.66,few clouds
609,Dauriya,RU,49.9333,116.8667,56.44,29,32,7.43,scattered clouds
610,Tanout,NE,14.9709,8.8879,94.1,14,57,8.9,broken clouds
611,Kulhudhuffushi,MV,6.6221,73.07,83.32,79,72,16.17,broken clouds
612,Gisborne,NZ,-38.6533,178.0042,53.51,69,5,7.81,clear sky
613,Bulgan,MN,48.8125,103.5347,52.9,77,100,2.68,overcast clouds
614,Hue,VN,16.4667,107.6,77.11,100,40,2.3,scattered clouds
615,Campos Novos,BR,-27.4017,-51.225,59.29,50,1,2.98,clear sky
616,Port Macquarie,AU,-31.4333,152.9167,58.89,100,100,8.05,light rain
617,Sambava,MG,-14.2667,50.1667,76.05,83,68,10.29,light rain
618,Ndele,CF,8.4109,20.6473,71.98,90,99,3.47,moderate rain
619,Poronaysk,RU,49.2167,143.1167,39.04,99,100,5.46,overcast clouds
620,Florianopolis,BR,-27.6146,-48.5012,65.55,69,20,10.36,few clouds
621,Baculin,PH,7.4525,126.5842,78.03,85,100,3.27,overcast clouds
622,Uarini,BR,-2.99,-65.1083,81.63,80,82,3.71,broken clouds
623,Evensk,RU,61.95,159.2333,38.5,94,99,3.78,overcast clouds
624,Yizheng,CN,24.6706,103.4296,55.74,98,100,2.3,overcast clouds
625,San Vicente,AR,-26.6167,-54.1333,66.29,37,33,3.24,scattered clouds
626,Gualan,GT,15.1333,-89.3667,98.04,36,96,4.45,overcast clouds
627,Gigmoto,PH,13.7796,124.39,80.37,85,86,8.34,overcast clouds
628,Victor Harbor,AU,-35.5667,138.6167,54.68,88,5,6.78,clear sky
629,Kaeo,NZ,-35.1,173.7833,52.32,95,78,7.07,broken clouds
630,Troitskiy,RU,57.0603,63.7481,46.72,91,100,9.66,overcast clouds
631,Ola,RU,59.5833,151.2833,37.15,92,99,5.82,overcast clouds
632,Orcopampa,PE,-15.2661,-72.3417,56.61,28,39,6.89,scattered clouds
633,Porbandar,IN,21.6422,69.6093,82.8,83,5,21.47,clear sky
634,Graaff-Reinet,ZA,-32.2522,24.5308,50.92,93,70,3.98,broken clouds
635,Balancan,MX,17.8,-91.5333,104.9,29,100,9.71,overcast clouds
636,Punta Cardon,VE,11.6581,-70.215,84.96,60,1,27.96,clear sky
637,Moose Factory,CA,51.2585,-80.6094,42.8,65,100,10.36,overcast clouds
638,Buta,CD,2.7858,24.73,70.9,97,100,2.48,overcast clouds
639,Aplahoue,BJ,6.9333,1.6833,76.89,86,100,5.61,overcast clouds
640,Da Nang,VN,16.0678,108.2208,76.98,94,75,2.3,broken clouds
641,Hualmay,PE,-11.0964,-77.6139,69.76,72,26,8.72,scattered clouds
642,Turbat,PK,26.0023,63.044,90.32,49,0,2.75,clear sky
643,Sindgi,IN,16.9167,76.2333,77.56,71,58,22.15,broken clouds
644,San Diego,US,32.7153,-117.1573,68.58,75,100,13.8,overcast clouds
645,Shakawe,BW,-18.3667,21.85,52.12,22,0,6.4,clear sky
646,Contamana,PE,-7.3333,-75.0167,90.21,42,4,3.71,clear sky
647,Harbour Breton,CA,47.4833,-55.7983,48.85,68,42,7.96,scattered clouds
648,Maniitsoq,GL,65.4167,-52.9,37.63,74,97,13.6,overcast clouds
649,Nizhniy Kuranakh,RU,58.8353,125.4869,31.89,95,44,3.87,scattered clouds
650,Kursumlija,RS,43.1458,21.2686,66.29,77,21,4.72,few clouds
651,Shambu,ET,9.5667,37.1,58.66,58,81,4.97,broken clouds
652,Tocopilla,CL,-22.092,-70.1979,68.86,67,100,7.9,overcast clouds
653,Nome,US,64.5011,-165.4064,60.87,34,0,17.27,clear sky
654,Mitu,CO,1.1983,-70.1733,77.05,94,84,1.01,broken clouds
655,Bilma,NE,18.6853,12.9164,92.82,9,3,5.97,clear sky
656,Chake Chake,TZ,-5.2459,39.7666,77.34,83,85,8.61,overcast clouds
657,Magnor,SE,59.9511,12.1996,58.73,83,99,3.71,overcast clouds
658,Fort Saint James,CA,54.4333,-124.25,58.41,25,14,1.01,few clouds
659,Prado,BR,-17.3411,-39.2208,76.41,57,23,10.36,few clouds
660,Aswan,EG,24.0934,32.907,88.23,18,0,21.18,clear sky
661,Harlingen,US,26.1906,-97.6961,95.09,32,6,21.79,clear sky
662,Buala,SB,-8.145,159.5921,79.5,81,92,4.45,overcast clouds
663,Taoudenni,ML,22.6783,-3.9836,105.42,5,2,15.05,clear sky
664,Dandong,CN,40.1292,124.3947,54.48,97,74,3.0,broken clouds
665,Bud,US,39.447,-86.1758,82.35,74,98,10.6,overcast clouds
666,Walvis Bay,NA,-22.9575,14.5053,58.08,61,15,17.63,few clouds
667,Gizo,SB,-8.103,156.8419,81.55,75,18,5.64,few clouds
668,Ketchikan,US,55.3422,-131.6461,59.47,47,0,6.91,clear sky
669,Hambantota,LK,6.1241,81.1185,80.33,83,80,16.55,broken clouds
670,Tulum,MX,20.2167,-87.4667,81.12,92,98,14.74,overcast clouds
671,Euclides Da Cunha,BR,-10.5075,-39.0158,75.97,63,98,8.55,overcast clouds
672,Baykit,RU,61.67,96.37,45.09,89,99,7.65,overcast clouds
673,Anaconda,US,46.1285,-112.9423,41.99,50,97,3.6,overcast clouds
674,Lorengau,PG,-2.0226,147.2712,81.73,78,99,6.51,overcast clouds
675,Langham,CA,52.3668,-106.9679,54.01,33,54,10.45,broken clouds
676,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,40,1.52,scattered clouds
677,Sovetskiy,RU,61.3614,63.5842,37.35,91,100,9.13,overcast clouds
678,Asfi,MA,32.2994,-9.2372,67.77,78,30,15.99,scattered clouds
679,Kingsville,US,27.5159,-97.8561,100.81,42,0,11.5,clear sky
680,Luangwa,ZM,-15.6167,30.4167,75.16,64,57,1.48,broken clouds
